,responsibility_metric,responsibility_column,w_responsibility,capacity_metric,capacity_column,w_capacity,needs_metric,needs_column,w_needs,engagement_metric,engagement_column,w_engagement
RUN142,Cumulative Emissions since 1850,X1850_2024,0.3,Gross National Income,GNI_avg,0.2,Physical Climate Risk (EIB),EIB_PR,0.4,UN Multilateral Engagement Score,UN Index,0.1
RUN143,Cumulative Emissions since 1850,X1850_2024,0.3,Gross National Income,GNI_avg,0.3,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN Index,0.3
RUN144,Cumulative Emissions since 1850,X1850_2024,0.3,Gross National Income,GNI_avg,0.3,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN Index,0.2
RUN145,Cumulative Emissions since 1850,X1850_2024,0.3,Gross National Income,GNI_avg,0.3,Physical Climate Risk (EIB),EIB_PR,0.3,UN Multilateral Engagement Score,UN Index,0.1
RUN146,Cumulative Emissions since 1850,X1850_2024,0.3,Gross National Income,GNI_avg,0.4,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN Index,0.2
RUN147,Cumulative Emissions since 1850,X1850_2024,0.3,Gross National Income,GNI_avg,0.4,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN Index,0.1
RUN148,Cumulative Emissions since 1850,X1850_2024,0.3,Gross National Income,GNI_avg,0.5,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN Index,0.1
RUN149,Cumulative Emissions since 1850,X1850_2024,0.4,Gross National Income,GNI_avg,0.1,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN Index,0.4
RUN150,Cumulative Emissions since 1850,X1850_2024,0.4,Gross National Income,GNI_avg,0.1,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN Index,0.3
RUN151,Cumulative Emissions since 1850,X1850_2024,0.4,Gross National Income,GNI_avg,0.1,Physical Climate Risk (EIB),EIB_PR,0.3,UN Multilateral Engagement Score,UN Index,0.2
RUN152,Cumulative Emissions since 1850,X1850_2024,0.4,Gross National Income,GNI_avg,0.1,Physical Climate Risk (EIB),EIB_PR,0.4,UN Multilateral Engagement Score,UN Index,0.1
RUN153,Cumulative Emissions since 1850,X1850_2024,0.4,Gross National Income,GNI_avg,0.2,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN Index,0.3
RUN154,Cumulative Emissions since 1850,X1850_2024,0.4,Gross National Income,GNI_avg,0.2,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN Index,0.2
RUN155,Cumulative Emissions since 1850,X1850_2024,0.4,Gross National Income,GNI_avg,0.2,Physical Climate Risk (EIB),EIB_PR,0.3,UN Multilateral Engagement Score,UN Index,0.1
RUN156,Cumulative Emissions since 1850,X1850_2024,0.4,Gross National Income,GNI_avg,0.3,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN Index,0.2
RUN157,Cumulative Emissions since 1850,X1850_2024,0.4,Gross National Income,GNI_avg,0.3,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN Index,0.1
RUN158,Cumulative Emissions since 1850,X1850_2024,0.4,Gross National Income,GNI_avg,0.4,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN Index,0.1
RUN159,Cumulative Emissions since 1850,X1850_2024,0.5,Gross National Income,GNI_avg,0.1,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN Index,0.3
RUN160,Cumulative Emissions since 1850,X1850_2024,0.5,Gross National Income,GNI_avg,0.1,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN Index,0.2
RUN161,Cumulative Emissions since 1850,X1850_2024,0.5,Gross National Income,GNI_avg,0.1,Physical Climate Risk (EIB),EIB_PR,0.3,UN Multilateral Engagement Score,UN Index,0.1
RUN162,Cumulative Emissions since 1850,X1850_2024,0.5,Gross National Income,GNI_avg,0.2,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN Index,0.2
RUN163,Cumulative Emissions since 1850,X1850_2024,0.5,Gross National Income,GNI_avg,0.2,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN Index,0.1
RUN164,Cumulative Emissions since 1850,X1850_2024,0.5,Gross National Income,GNI_avg,0.3,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN Index,0.1
RUN165,Cumulative Emissions since 1850,X1850_2024,0.6,Gross National Income,GNI_avg,0.1,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN Index,0.2
RUN166,Cumulative Emissions since 1850,X1850_2024,0.6,Gross National Income,GNI_avg,0.1,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN Index,0.1
RUN167,Cumulative Emissions since 1850,X1850_2024,0.6,Gross National Income,GNI_avg,0.2,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN Index,0.1
RUN168,Cumulative Emissions since 1850,X1850_2024,0.7,Gross National Income,GNI_avg,0.1,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN Index,0.1
RUN169,Cumulative Emissions since 1850,X1850_2024,0.1,Gross National Income minus debt,GNI_debt_avg,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.1,UN Multilateral Engagement Score,UN Index,0.7
RUN170,Cumulative Emissions since 1850,X1850_2024,0.1,Gross National Income minus debt,GNI_debt_avg,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.2,UN Multilateral Engagement Score,UN Index,0.6
RUN171,Cumulative Emissions since 1850,X1850_2024,0.1,Gross National Income minus debt,GNI_debt_avg,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.3,UN Multilateral Engagement Score,UN Index,0.5
RUN172,Cumulative Emissions since 1850,X1850_2024,0.1,Gross National Income minus debt,GNI_debt_avg,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.4,UN Multilateral Engagement Score,UN Index,0.4
RUN173,Cumulative Emissions since 1850,X1850_2024,0.1,Gross National Income minus debt,GNI_debt_avg,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.5,UN Multilateral Engagement Score,UN Index,0.3
RUN174,Cumulative Emissions since 1850,X1850_2024,0.1,Gross National Income minus debt,GNI_debt_avg,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.6,UN Multilateral Engagement Score,UN Index,0.2
RUN175,Cumulative Emissions since 1850,X1850_2024,0.1,Gross National Income minus debt,GNI_debt_avg,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.7,UN Multilateral Engagement Score,UN Index,0.1
RUN176,Cumulative Emissions since 1850,X1850_2024,0.1,Gross National Income minus debt,GNI_debt_avg,0.2,Climate Risk and Vulnerability Index,GAIN_CR,0.1,UN Multilateral Engagement Score,UN Index,0.6
RUN177,Cumulative Emissions since 1850,X1850_2024,0.1,Gross National Income minus debt,GNI_debt_avg,0.2,Climate Risk and Vulnerability Index,GAIN_CR,0.2,UN Multilateral Engagement Score,UN Index,0.5
RUN178,Cumulative Emissions since 1850,X1850_2024,0.1,Gross National Income minus debt,GNI_debt_avg,0.2,Climate Risk and Vulnerability Index,GAIN_CR,0.3,UN Multilateral Engagement Score,UN Index,0.4
RUN179,Cumulative Emissions since 1850,X1850_2024,0.1,Gross National Income minus debt,GNI_debt_avg,0.2,Climate Risk and Vulnerability Index,GAIN_CR,0.4,UN Multilateral Engagement Score,UN Index,0.3
RUN180,Cumulative Emissions since 1850,X1850_2024,0.1,Gross National Income minus debt,GNI_debt_avg,0.2,Climate Risk and Vulnerability Index,GAIN_CR,0.5,UN Multilateral Engagement Score,UN Index,0.2
RUN181,Cumulative Emissions since 1850,X1850_2024,0.1,Gross National Income minus debt,GNI_debt_avg,0.2,Climate Risk and Vulnerability Index,GAIN_CR,0.6,UN Multilateral Engagement Score,UN Index,0.1
RUN182,Cumulative Emissions since 1850,X1850_2024,0.1,Gross National Income minus debt,GNI_debt_avg,0.3,Climate Risk and Vulnerability Index,GAIN_CR,0.1,UN Multilateral Engagement Score,UN Index,0.5
RUN183,Cumulative Emissions since 1850,X1850_2024,0.1,Gross National Income minus debt,GNI_debt_avg,0.3,Climate Risk and Vulnerability Index,GAIN_CR,0.2,UN Multilateral Engagement Score,UN Index,0.4
RUN184,Cumulative Emissions since 1850,X1850_2024,0.1,Gross National Income minus debt,GNI_debt_avg,0.3,Climate Risk and Vulnerability Index,GAIN_CR,0.3,UN Multilateral Engagement Score,UN Index,0.3
RUN185,Cumulative Emissions since 1850,X1850_2024,0.1,Gross National Income minus debt,GNI_debt_avg,0.3,Climate Risk and Vulnerability Index,GAIN_CR,0.4,UN Multilateral Engagement Score,UN Index,0.2
RUN186,Cumulative Emissions since 1850,X1850_2024,0.1,Gross National Income minus debt,GNI_debt_avg,0.3,Climate Risk and Vulnerability Index,GAIN_CR,0.5,UN Multilateral Engagement Score,UN Index,0.1
RUN187,Cumulative Emissions since 1850,X1850_2024,0.1,Gross National Income minus debt,GNI_debt_avg,0.4,Climate Risk and Vulnerability Index,GAIN_CR,0.1,UN Multilateral Engagement Score,UN Index,0.4
RUN188,Cumulative Emissions since 1850,X1850_2024,0.1,Gross National Income minus debt,GNI_debt_avg,0.4,Climate Risk and Vulnerability Index,GAIN_CR,0.2,UN Multilateral Engagement Score,UN Index,0.3
RUN189,Cumulative Emissions since 1850,X1850_2024,0.1,Gross National Income minus debt,GNI_debt_avg,0.4,Climate Risk and Vulnerability Index,GAIN_CR,0.3,UN Multilateral Engagement Score,UN Index,0.2
RUN190,Cumulative Emissions since 1850,X1850_2024,0.1,Gross National Income minus debt,GNI_debt_avg,0.4,Climate Risk and Vulnerability Index,GAIN_CR,0.4,UN Multilateral Engagement Score,UN Index,0.1
RUN191,Cumulative Emissions since 1850,X1850_2024,0.1,Gross National Income minus debt,GNI_debt_avg,0.5,Climate Risk and Vulnerability Index,GAIN_CR,0.1,UN Multilateral Engagement Score,UN Index,0.3
RUN192,Cumulative Emissions since 1850,X1850_2024,0.1,Gross National Income minus debt,GNI_debt_avg,0.5,Climate Risk and Vulnerability Index,GAIN_CR,0.2,UN Multilateral Engagement Score,UN Index,0.2
RUN193,Cumulative Emissions since 1850,X1850_2024,0.1,Gross National Income minus debt,GNI_debt_avg,0.5,Climate Risk and Vulnerability Index,GAIN_CR,0.3,UN Multilateral Engagement Score,UN Index,0.1
RUN194,Cumulative Emissions since 1850,X1850_2024,0.1,Gross National Income minus debt,GNI_debt_avg,0.6,Climate Risk and Vulnerability Index,GAIN_CR,0.1,UN Multilateral Engagement Score,UN Index,0.2
RUN195,Cumulative Emissions since 1850,X1850_2024,0.1,Gross National Income minus debt,GNI_debt_avg,0.6,Climate Risk and Vulnerability Index,GAIN_CR,0.2,UN Multilateral Engagement Score,UN Index,0.1
RUN196,Cumulative Emissions since 1850,X1850_2024,0.1,Gross National Income minus debt,GNI_debt_avg,0.7,Climate Risk and Vulnerability Index,GAIN_CR,0.1,UN Multilateral Engagement Score,UN Index,0.1
RUN197,Cumulative Emissions since 1850,X1850_2024,0.2,Gross National Income minus debt,GNI_debt_avg,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.1,UN Multilateral Engagement Score,UN Index,0.6
RUN198,Cumulative Emissions since 1850,X1850_2024,0.2,Gross National Income minus debt,GNI_debt_avg,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.2,UN Multilateral Engagement Score,UN Index,0.5
RUN199,Cumulative Emissions since 1850,X1850_2024,0.2,Gross National Income minus debt,GNI_debt_avg,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.3,UN Multilateral Engagement Score,UN Index,0.4
RUN200,Cumulative Emissions since 1850,X1850_2024,0.2,Gross National Income minus debt,GNI_debt_avg,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.4,UN Multilateral Engagement Score,UN Index,0.3
RUN201,Cumulative Emissions since 1850,X1850_2024,0.2,Gross National Income minus debt,GNI_debt_avg,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.5,UN Multilateral Engagement Score,UN Index,0.2
RUN202,Cumulative Emissions since 1850,X1850_2024,0.2,Gross National Income minus debt,GNI_debt_avg,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.6,UN Multilateral Engagement Score,UN Index,0.1
RUN203,Cumulative Emissions since 1850,X1850_2024,0.2,Gross National Income minus debt,GNI_debt_avg,0.2,Climate Risk and Vulnerability Index,GAIN_CR,0.1,UN Multilateral Engagement Score,UN Index,0.5
RUN204,Cumulative Emissions since 1850,X1850_2024,0.2,Gross National Income minus debt,GNI_debt_avg,0.2,Climate Risk and Vulnerability Index,GAIN_CR,0.2,UN Multilateral Engagement Score,UN Index,0.4
RUN205,Cumulative Emissions since 1850,X1850_2024,0.2,Gross National Income minus debt,GNI_debt_avg,0.2,Climate Risk and Vulnerability Index,GAIN_CR,0.3,UN Multilateral Engagement Score,UN Index,0.3
RUN206,Cumulative Emissions since 1850,X1850_2024,0.2,Gross National Income minus debt,GNI_debt_avg,0.2,Climate Risk and Vulnerability Index,GAIN_CR,0.4,UN Multilateral Engagement Score,UN Index,0.2
RUN207,Cumulative Emissions since 1850,X1850_2024,0.2,Gross National Income minus debt,GNI_debt_avg,0.2,Climate Risk and Vulnerability Index,GAIN_CR,0.5,UN Multilateral Engagement Score,UN Index,0.1
RUN208,Cumulative Emissions since 1850,X1850_2024,0.2,Gross National Income minus debt,GNI_debt_avg,0.3,Climate Risk and Vulnerability Index,GAIN_CR,0.1,UN Multilateral Engagement Score,UN Index,0.4
RUN209,Cumulative Emissions since 1850,X1850_2024,0.2,Gross National Income minus debt,GNI_debt_avg,0.3,Climate Risk and Vulnerability Index,GAIN_CR,0.2,UN Multilateral Engagement Score,UN Index,0.3
RUN210,Cumulative Emissions since 1850,X1850_2024,0.2,Gross National Income minus debt,GNI_debt_avg,0.3,Climate Risk and Vulnerability Index,GAIN_CR,0.3,UN Multilateral Engagement Score,UN Index,0.2
RUN211,Cumulative Emissions since 1850,X1850_2024,0.2,Gross National Income minus debt,GNI_debt_avg,0.3,Climate Risk and Vulnerability Index,GAIN_CR,0.4,UN Multilateral Engagement Score,UN Index,0.1
RUN212,Cumulative Emissions since 1850,X1850_2024,0.2,Gross National Income minus debt,GNI_debt_avg,0.4,Climate Risk and Vulnerability Index,GAIN_CR,0.1,UN Multilateral Engagement Score,UN Index,0.3
RUN213,Cumulative Emissions since 1850,X1850_2024,0.2,Gross National Income minus debt,GNI_debt_avg,0.4,Climate Risk and Vulnerability Index,GAIN_CR,0.2,UN Multilateral Engagement Score,UN Index,0.2
RUN214,Cumulative Emissions since 1850,X1850_2024,0.2,Gross National Income minus debt,GNI_debt_avg,0.4,Climate Risk and Vulnerability Index,GAIN_CR,0.3,UN Multilateral Engagement Score,UN Index,0.1
RUN215,Cumulative Emissions since 1850,X1850_2024,0.2,Gross National Income minus debt,GNI_debt_avg,0.5,Climate Risk and Vulnerability Index,GAIN_CR,0.1,UN Multilateral Engagement Score,UN Index,0.2
RUN216,Cumulative Emissions since 1850,X1850_2024,0.2,Gross National Income minus debt,GNI_debt_avg,0.5,Climate Risk and Vulnerability Index,GAIN_CR,0.2,UN Multilateral Engagement Score,UN Index,0.1
RUN217,Cumulative Emissions since 1850,X1850_2024,0.2,Gross National Income minus debt,GNI_debt_avg,0.6,Climate Risk and Vulnerability Index,GAIN_CR,0.1,UN Multilateral Engagement Score,UN Index,0.1
RUN218,Cumulative Emissions since 1850,X1850_2024,0.3,Gross National Income minus debt,GNI_debt_avg,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.1,UN Multilateral Engagement Score,UN Index,0.5
RUN219,Cumulative Emissions since 1850,X1850_2024,0.3,Gross National Income minus debt,GNI_debt_avg,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.2,UN Multilateral Engagement Score,UN Index,0.4
RUN220,Cumulative Emissions since 1850,X1850_2024,0.3,Gross National Income minus debt,GNI_debt_avg,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.3,UN Multilateral Engagement Score,UN Index,0.3
RUN221,Cumulative Emissions since 1850,X1850_2024,0.3,Gross National Income minus debt,GNI_debt_avg,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.4,UN Multilateral Engagement Score,UN Index,0.2
RUN222,Cumulative Emissions since 1850,X1850_2024,0.3,Gross National Income minus debt,GNI_debt_avg,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.5,UN Multilateral Engagement Score,UN Index,0.1
RUN223,Cumulative Emissions since 1850,X1850_2024,0.3,Gross National Income minus debt,GNI_debt_avg,0.2,Climate Risk and Vulnerability Index,GAIN_CR,0.1,UN Multilateral Engagement Score,UN Index,0.4
RUN224,Cumulative Emissions since 1850,X1850_2024,0.3,Gross National Income minus debt,GNI_debt_avg,0.2,Climate Risk and Vulnerability Index,GAIN_CR,0.2,UN Multilateral Engagement Score,UN Index,0.3
RUN225,Cumulative Emissions since 1850,X1850_2024,0.3,Gross National Income minus debt,GNI_debt_avg,0.2,Climate Risk and Vulnerability Index,GAIN_CR,0.3,UN Multilateral Engagement Score,UN Index,0.2
RUN226,Cumulative Emissions since 1850,X1850_2024,0.3,Gross National Income minus debt,GNI_debt_avg,0.2,Climate Risk and Vulnerability Index,GAIN_CR,0.4,UN Multilateral Engagement Score,UN Index,0.1
RUN227,Cumulative Emissions since 1850,X1850_2024,0.3,Gross National Income minus debt,GNI_debt_avg,0.3,Climate Risk and Vulnerability Index,GAIN_CR,0.1,UN Multilateral Engagement Score,UN Index,0.3
RUN228,Cumulative Emissions since 1850,X1850_2024,0.3,Gross National Income minus debt,GNI_debt_avg,0.3,Climate Risk and Vulnerability Index,GAIN_CR,0.2,UN Multilateral Engagement Score,UN Index,0.2
RUN229,Cumulative Emissions since 1850,X1850_2024,0.3,Gross National Income minus debt,GNI_debt_avg,0.3,Climate Risk and Vulnerability Index,GAIN_CR,0.3,UN Multilateral Engagement Score,UN Index,0.1
RUN230,Cumulative Emissions since 1850,X1850_2024,0.3,Gross National Income minus debt,GNI_debt_avg,0.4,Climate Risk and Vulnerability Index,GAIN_CR,0.1,UN Multilateral Engagement Score,UN Index,0.2
RUN231,Cumulative Emissions since 1850,X1850_2024,0.3,Gross National Income minus debt,GNI_debt_avg,0.4,Climate Risk and Vulnerability Index,GAIN_CR,0.2,UN Multilateral Engagement Score,UN Index,0.1
RUN232,Cumulative Emissions since 1850,X1850_2024,0.3,Gross National Income minus debt,GNI_debt_avg,0.5,Climate Risk and Vulnerability Index,GAIN_CR,0.1,UN Multilateral Engagement Score,UN Index,0.1
RUN233,Cumulative Emissions since 1850,X1850_2024,0.4,Gross National Income minus debt,GNI_debt_avg,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.1,UN Multilateral Engagement Score,UN Index,0.4
RUN234,Cumulative Emissions since 1850,X1850_2024,0.4,Gross National Income minus debt,GNI_debt_avg,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.2,UN Multilateral Engagement Score,UN Index,0.3
RUN235,Cumulative Emissions since 1850,X1850_2024,0.4,Gross National Income minus debt,GNI_debt_avg,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.3,UN Multilateral Engagement Score,UN Index,0.2
RUN236,Cumulative Emissions since 1850,X1850_2024,0.4,Gross National Income minus debt,GNI_debt_avg,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.4,UN Multilateral Engagement Score,UN Index,0.1
RUN237,Cumulative Emissions since 1850,X1850_2024,0.4,Gross National Income minus debt,GNI_debt_avg,0.2,Climate Risk and Vulnerability Index,GAIN_CR,0.1,UN Multilateral Engagement Score,UN Index,0.3
RUN238,Cumulative Emissions since 1850,X1850_2024,0.4,Gross National Income minus debt,GNI_debt_avg,0.2,Climate Risk and Vulnerability Index,GAIN_CR,0.2,UN Multilateral Engagement Score,UN Index,0.2
RUN239,Cumulative Emissions since 1850,X1850_2024,0.4,Gross National Income minus debt,GNI_debt_avg,0.2,Climate Risk and Vulnerability Index,GAIN_CR,0.3,UN Multilateral Engagement Score,UN Index,0.1
RUN240,Cumulative Emissions since 1850,X1850_2024,0.4,Gross National Income minus debt,GNI_debt_avg,0.3,Climate Risk and Vulnerability Index,GAIN_CR,0.1,UN Multilateral Engagement Score,UN Index,0.2
RUN241,Cumulative Emissions since 1850,X1850_2024,0.4,Gross National Income minus debt,GNI_debt_avg,0.3,Climate Risk and Vulnerability Index,GAIN_CR,0.2,UN Multilateral Engagement Score,UN Index,0.1
RUN242,Cumulative Emissions since 1850,X1850_2024,0.4,Gross National Income minus debt,GNI_debt_avg,0.4,Climate Risk and Vulnerability Index,GAIN_CR,0.1,UN Multilateral Engagement Score,UN Index,0.1
RUN243,Cumulative Emissions since 1850,X1850_2024,0.5,Gross National Income minus debt,GNI_debt_avg,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.1,UN Multilateral Engagement Score,UN Index,0.3
RUN244,Cumulative Emissions since 1850,X1850_2024,0.5,Gross National Income minus debt,GNI_debt_avg,0.1,Climate Risk and Vulnerability Index,GAIN_CR,0.2,UN Multilateral Engagement Score,UN Index,0.2
